,place,latitude,longitude,net,depthError,depth,type,Territory
7179,"78 km NW of Ninilchik, Alaska",60.499166666667,-152.76883333333,av,0.29,0.87,earthquake,Alaska
7180,"4 km W of Cobb, CA",38.818832397461,-122.76599884033,nc,1.67999995,2.2699999809265,earthquake,CA
7181,"3 km NW of The Geysers, CA",38.792667388916,-122.77799987793,nc,0.479999989,1.6799999475479,earthquake,CA
7182,"157 km N of Caluula, Somalia",13.3758,50.9899,us,1.924,10.0,earthquake,Somalia
7183,"34 km SE of Malaga, New Mexico",32.005,-103.815,tx,0.46126221295138,7.42,earthquake,New Mexico
7184,"46 km SW of Tatitlek, Alaska",60.6299,-147.3746,ak,0.4,9.8,earthquake,Alaska
7185,"12 km WSW of Wilkerson, CA",37.229,-118.503,nc,0.69,13.58,earthquake,CA
7186,"15 km NNE of Hermleigh, Texas",32.758,-100.677,tx,1.8454750342393,6.8604,earthquake,Texas
7187,"0 km SW of Santa Isabel, Puerto Rico",17.962333333333,-66.410166666667,pr,0.6,10.43,earthquake,Puerto Rico
7188,"66 km WNW of Beluga, Alaska",61.305833333333,-152.27783333333,av,0.72,1.59,earthquake,Alaska
7189,"8 km NW of Prague, Oklahoma",35.53066667,-96.76316667,ok,0.4,5.42,earthquake,Oklahoma
7190,"71 km NW of Karluk, Alaska",58.041,-155.2685,av,0.57,7.53,earthquake,Alaska
7191,"23 km ENE of Karakenja, Tajikistan",39.2956,71.7909,us,1.762,10.0,earthquake,Tajikistan
7192,"66 km WNW of Tyonek, Alaska",61.2863,-152.2859,ak,0.5,7.3,earthquake,Alaska
7193,"6 km SSW of Knik, Alaska",61.4115,-149.7867,ak,1.0,48.1,earthquake,Alaska
7194,"43 km SSE of Denali National Park, Alaska",63.1967,-151.3307,ak,0.6,0.0,earthquake,Alaska
7195,"69 km SE of King Salmon, Alaska",58.288833333333,-155.74066666667,av,2.1,7.1,earthquake,Alaska
7196,"65 km WNW of Tyonek, Alaska",61.2848,-152.2769,ak,0.4,9.0,earthquake,Alaska
7197,"68 km WNW of Beluga, Alaska",61.316666666667,-152.3,av,0.74,3.81,earthquake,Alaska
7198,"66 km WNW of Beluga, Alaska",61.303166666667,-152.27616666667,av,0.68,2.37,earthquake,Alaska
7199,"66 km WNW of Beluga, Alaska",61.306333333333,-152.27,av,1.83,1.55,earthquake,Alaska
7200,"6 km N of Laçın, Azerbaijan",39.6596,46.5478,us,1.899,10.0,earthquake,Azerbaijan
7201,"64 km WNW of Tyonek, Alaska",61.2652,-152.2639,ak,0.3,4.1,earthquake,Alaska
7202,"35 km W of Chignik Lake, Alaska",56.249833333333,-159.34216666667,av,1.69,5.4,earthquake,Alaska
7203,"11 km E of Pāhala, Hawaii",19.187833786011,-155.37216186523,hv,0.680000007,31.209999084473,earthquake,Hawaii
7204,"89 km ENE of Ugashik, Alaska",57.6792,-155.939,ak,0.9,84.7,earthquake,Alaska
7205,"20 km ESE of Anza, CA",33.5088333,-116.466,ci,0.39,6.0,earthquake,CA
7206,"8 km WNW of Cobb, CA",38.838333129883,-122.811668396,nc,0.75,0.55000001192093,earthquake,CA
7207,"86 km NW of Karluk, Alaska",58.1747,-155.3777,ak,2.2,1.1,earthquake,Alaska
7208,"56 km S of Whites City, New Mexico",31.669,-104.326,tx,0.75023429071848,6.8689,earthquake,New Mexico
7209,"11 km ESE of Pāhala, Hawaii",19.18133354187,-155.37367248535,hv,0.639999986,29.879999160767,earthquake,Hawaii
7210,"5 km WNW of San Juan Bautista, CA",36.858166666667,-121.589,nc,0.51,5.99,earthquake,CA
7211,"5 km W of Fuig, Puerto Rico",17.981333333333,-66.967333333333,pr,0.3,7.75,earthquake,Puerto Rico
7212,"91 km SSE of Adak, Alaska",51.0822,-176.2614,us,8.44,32.604,earthquake,Alaska
7213,"14 km NE of Valdez, Alaska",61.2166,-146.1546,ak,0.4,20.6,earthquake,Alaska
7214,"2 km WNW of Yauco, Puerto Rico",18.039833333333,-66.871833333333,pr,0.78,19.17,earthquake,Puerto Rico
7215,"34 km NW of Toyah, Texas",31.562,-104.014,tx,0.63940139354704,7.6251,earthquake,Texas
7216,"4 km SSW of Pāhala, Hawaii",19.168167114258,-155.49333190918,hv,0.689999998,31.64999961853,earthquake,Hawaii
7217,"220 km E of Levuka, Fiji",-17.8549,-178.6131,us,8.529,599.362,earthquake,Fiji
7218,"84 km NW of Karluk, Alaska",58.197,-155.254,av,0.9,2.38,earthquake,Alaska
7219,"26 km W of Anchor Point, Alaska",59.7497,-152.2919,ak,0.5,60.4,earthquake,Alaska
7220,"9 km NNW of Fayette, Utah",39.297833333333,-111.91566666667,uu,1.9,10.18,earthquake,Utah
7221,"10 km SSW of Idyllwild, CA",33.6495,-116.7496667,ci,0.44,14.14,earthquake,CA
7222,"14 km NNE of Ashford, Washington",46.864333333333,-121.9295,uw,0.39,10.67,earthquake,Washington
7223,"41 km ESE of Beatty, Nevada",36.8246,-116.3069,nn,1.5,4.6,earthquake,Nevada
7224,"1 km NNW of Anderson Springs, CA",38.784168243408,-122.70083618164,nc,0.389999986,3.8499999046326,earthquake,CA
7225,"33 km E of West Yellowstone, Montana",44.623666666667,-110.67983333333,uu,0.44,4.98,earthquake,Montana
7226,"56 km N of Tobelo, Indonesia",2.2341,128.1056,us,9.57,167.834,earthquake,Indonesia
7227,"4 km SSW of Highland Park, CA",34.0876667,-118.2108333,ci,0.3,11.26,earthquake,CA
7228,"7 km NNW of The Geysers, CA",38.826332092285,-122.80516815185,nc,2.21000004,11.14999961853,earthquake,CA
7229,"2 km NE of Homer, Alaska",59.6578,-151.5216,ak,0.6,51.6,earthquake,Alaska
7230,"66 km WNW of Beluga, Alaska",61.3235,-152.26266666667,av,2.02,-2.33,earthquake,Alaska
7231,"33 km NNE of Amboy, Washington",46.198666666667,-122.3145,uw,1.19,10.64,earthquake,Washington
7232,"4 km S of Pāhala, Hawaii",19.166999816894,-155.4734954834,hv,0.939999998,29.819999694824,earthquake,Hawaii
7233,"57 km ESE of Farkhār, Afghanistan",36.4217,70.4701,us,9.507,196.379,earthquake,Afghanistan
7234,"2 km NW of The Geysers, CA",38.791833333333,-122.77716666667,nc,0.28,1.91,earthquake,CA
7235,"88 km ESE of Denali Park, Alaska",63.5519,-147.1658,ak,0.5,0.0,earthquake,Alaska
7236,"65 km WNW of Beluga, Alaska",61.316333333333,-152.256,av,1.92,4.91,earthquake,Alaska
7237,"66 km WNW of Beluga, Alaska",61.327666666667,-152.26016666667,av,3.14,-0.48,earthquake,Alaska
7238,"3 km NW of The Geysers, CA",38.791667938232,-122.7816696167,nc,0.439999998,3.079999923706,earthquake,CA
7239,"Pagan region, Northern Mariana Islands",18.3296,145.545,us,3.327,345.937,earthquake,Northern Mariana Islands
7240,"17 km ESE of Willows, CA",39.521666666667,-121.99466666667,nc,0.35,19.51,earthquake,CA
7241,"66 km WNW of Beluga, Alaska",61.306166666667,-152.2745,av,0.72,2.09,earthquake,Alaska
7242,"20 km ESE of Anza, CA",33.5136667,-116.4603333,ci,0.56,5.75,earthquake,CA
7243,"2 km SE of The Geysers, CA",38.770500183105,-122.73650360107,nc,0.400000006,1.0099999904633,earthquake,CA
7244,"10 km NW of The Geysers, CA",38.835666656494,-122.8381652832,nc,9.06999969,12.270000457764,earthquake,CA
7245,"66 km WNW of Beluga, Alaska",61.303833333333,-152.27016666667,av,1.22,2.2,earthquake,Alaska
7246,"54 km ENE of Independence, California",37.0566,-117.6803,nn,5.1,10.9,earthquake,California
7247,"67 km WNW of Beluga, Alaska",61.313,-152.2855,av,1.62,1.93,earthquake,Alaska
7248,"66 km WNW of Beluga, Alaska",61.308666666667,-152.27783333333,av,1.62,1.56,earthquake,Alaska
7249,"66 km WNW of Beluga, Alaska",61.306833333333,-152.27316666667,av,1.06,2.22,earthquake,Alaska
7250,"13 km SE of Ninilchik, Alaska",59.9742,-151.4883,ak,2.7,57.8,earthquake,Alaska
7251,"79 km NW of Ninilchik, Alaska",60.5075,-152.7755,av,0.83,3.46,earthquake,Alaska
7252,"2 km SSW of Pāhala, Hawaii",19.179166666667,-155.48833333333,hv,0.43,30.41,earthquake,Hawaii
7253,"9 km NW of Prague, Oklahoma",35.5335,-96.76983333,ok,0.2,0.85,earthquake,Oklahoma
7254,"7 km NNW of The Geysers, CA",38.826831817627,-122.80366516113,nc,0.920000017,1.8300000429153,earthquake,CA
7255,"193 km SE of Perryville, Alaska",54.7554,-156.8718,us,2.001,10.0,earthquake,Alaska
7256,"5 km W of Beluga, Alaska",61.139,-151.177,ak,1.1,74.2,earthquake,Alaska
7257,"15 km NW of Tatitlek, Alaska",60.9592,-146.8822,ak,0.3,22.8,earthquake,Alaska
7258,"7 km NNW of The Geysers, CA",38.824165344238,-122.80266571045,nc,0.899999976,2.7000000476837,earthquake,CA
7259,"84 km NW of Karluk, Alaska",58.195666666667,-155.259,av,0.6,1.99,earthquake,Alaska
7260,"84 km NW of Karluk, Alaska",58.196,-155.26366666667,av,0.72,2.88,earthquake,Alaska
7261,"46 km W of Nanwalek, Alaska",59.3682,-152.7387,ak,0.3,73.8,earthquake,Alaska
7262,"20 km ESE of Anza, CA",33.4821667,-116.48,ci,0.31,14.05,earthquake,CA
7263,"7 km NNW of The Geysers, CA",38.826,-122.81016666667,nc,0.34,0.93,earthquake,CA
7264,"7 km ENE of Fox, Alaska",64.9955,-147.4859,ak,0.4,0.0,earthquake,Alaska
7265,"20 km ESE of Anza, CA",33.4803333,-116.4711667,ci,0.84,16.88,earthquake,CA
7266,"20 km ESE of Anza, CA",33.482,-116.4751667,ci,0.32,14.47,earthquake,CA
7267,"20 km ESE of Anza, CA",33.4845,-116.4716667,ci,0.54,15.35,earthquake,CA
7268,"20 km ESE of Anza, CA",33.4873333,-116.4716667,ci,0.54,15.35,earthquake,CA
7269,"20 km ESE of Anza, CA",33.4835,-116.4751667,ci,0.47,14.09,earthquake,CA
7270,"15 km W of Hebgen Lake Estates, Montana",44.778,-111.39,mb,0.89,4.95,earthquake,Montana
7271,"13 km ENE of Pāhala, Hawaii",19.25283241272,-155.3630065918,hv,0.50999999,30.370000839233,earthquake,Hawaii
7272,"9 km ESE of Sparks, Oklahoma",35.5635,-96.73216667,ok,82.5,1.51,earthquake,Oklahoma
7273,"17 km SSE of Waikoloa, Hawaii",19.782167434692,-155.75433349609,hv,1.10000002,21.85000038147,earthquake,Hawaii
7274,"74 km W of Petersville, Alaska",62.5767,-152.2005,ak,0.3,6.1,earthquake,Alaska
7275,"3 km SE of The Geysers, CA",38.7595,-122.72733333333,nc,0.47,2.39,earthquake,CA
7276,"5 km WNW of Round Valley, CA",37.429833333333,-118.6455,nc,0.95,7.74,earthquake,CA
7277,"5 km NNW of The Geysers, CA",38.81583404541,-122.77799987793,nc,3.19000006,21.200000762939,earthquake,CA
7278,"2 km SSW of Pāhala, Hawaii",19.1835,-155.4865,hv,0.53,30.42,earthquake,Hawaii
7279,"22 km SSE of Caliente, Nevada",37.4352,-114.3993,nn,2.8,4.3,earthquake,Nevada
7280,"3 km SE of The Geysers, CA",38.759166717529,-122.72783660889,nc,0.550000012,2.4700000286102,earthquake,CA
7281,"3 km SE of The Geysers, CA",38.761166666667,-122.72516666667,nc,0.43,2.4,earthquake,CA
7282,"60 km WNW of Tyonek, Alaska",61.2585,-152.196,av,0.91,18.54,earthquake,Alaska
7283,"3 km E of Tyonek, Alaska",61.066,-151.0672,ak,0.4,16.9,earthquake,Alaska
7284,"1 km NE of The Geysers, CA",38.788333892822,-122.74649810791,nc,0.379999995,1.4299999475479,earthquake,CA
7285,"27 km WSW of Susitna, Alaska",61.4213,-150.9559,ak,0.8,71.5,earthquake,Alaska
7286,"3 km SSW of Indios, Puerto Rico",17.965,-66.831666666667,pr,0.66,13.31,earthquake,Puerto Rico
7287,"55 km NNE of Chase, Alaska",62.9212,-149.7603,ak,0.8,81.8,earthquake,Alaska
7288,"29 km SE of Virginia City, Montana",45.080166666667,-111.722,mb,31.61,-2.0,quarry blast,Montana
7289,"87 km NNW of Karluk, Alaska",58.297166666667,-154.98866666667,av,0.47,2.48,earthquake,Alaska
7290,"6 km N of Malibu, CA",34.054,-118.8066667,ci,0.34,11.32,earthquake,CA
7291,"51 km ESE of Beatty, Nevada",36.7158,-116.2328,nn,1.0,4.8,earthquake,Nevada
7292,"20 km ESE of Anza, CA",33.5111667,-116.4636667,ci,0.63,5.05,earthquake,CA
7293,"6 km N of Malibu, CA",34.0586667,-118.8065,ci,0.31,10.59,earthquake,CA
7294,"104 km WSW of Gorontalo, Indonesia",0.3096,122.1504,us,7.046,145.14,earthquake,Indonesia
7295,"10 km SSW of Ackerly, Texas",32.434,-101.74,tx,0.6406374647159,6.7139,earthquake,Texas
7296,"6 km S of Volcano, Hawaii",19.386,-155.24033333333,hv,0.52,39.1,earthquake,Hawaii
7297,"67 km WNW of Beluga, Alaska",61.325666666667,-152.288,av,1.5,0.53,earthquake,Alaska
7298,"48 km W of Mentone, Texas",31.698,-104.114,tx,0.64056518383018,7.2791,earthquake,Texas
7299,"8 km NNE of Cabazon, CA",33.9828333,-116.7611667,ci,0.54,12.77,earthquake,CA
7300,"50 km W of Anchor Point, Alaska",59.7448,-152.7273,ak,0.3,83.3,earthquake,Alaska
7301,"10 km NNE of Cooke City, Montana",45.112666666667,-109.90216666667,uu,0.4,15.91,earthquake,Montana
7302,"34 km W of Fort Stockton, Texas",30.934,-103.235,tx,1.8522900178329,2.9724,earthquake,Texas
7303,"7 km S of Idyllwild, CA",33.6801667,-116.7313333,ci,0.59,15.78,earthquake,CA
7304,"7 km S of Idyllwild, CA",33.6738333,-116.7276667,ci,0.53,15.05,earthquake,CA
7305,"7 km NW of The Geysers, CA",38.817665100098,-122.82133483887,nc,0.689999998,2.5999999046326,earthquake,CA
7306,"12 km SSW of Salton City, CA",33.195,-116.0,ci,0.33,7.92,earthquake,CA
7307,"23 km N of Ridgecrest, CA",35.8295,-117.6583333,ci,0.47,7.71,earthquake,CA
7308,"68 km WNW of Beluga, Alaska",61.341,-152.28666666667,av,1.07,1.69,earthquake,Alaska
7309,"68 km WNW of Beluga, Alaska",61.333333333333,-152.29116666667,av,0.42,3.38,earthquake,Alaska
7310,"18 km ESE of Anza, CA",33.497,-116.494,ci,0.55,13.46,earthquake,CA
7311,"52 km SW of Alberto Oviedo Mota, B.C., MX",31.8836667,-115.5388333,ci,0.87,4.78,earthquake,MX
7312,"18 km SE of Pāhala, Hawaii",19.079000473023,-155.36149597168,hv,0.769999981,32.599998474121,earthquake,Hawaii
7313,"24 km WNW of Hebgen Lake Estates, Montana",44.841666666667,-111.48066666667,mb,0.54,12.67,earthquake,Montana
7314,"12 km ESE of Pāhala, Hawaii",19.145999908447,-155.37615966797,hv,0.620000005,28.719999313354,earthquake,Hawaii
7315,"59 km N of Petersville, Alaska",63.0282,-150.8296,ak,1.8,107.5,earthquake,Alaska
7316,"63 km WNW of Tyonek, Alaska",61.279833333333,-152.23733333333,av,0.4,3.74,earthquake,Alaska
7317,"5 km WSW of Nanwalek, Alaska",59.3364,-152.0083,ak,2.0,63.3,earthquake,Alaska
7318,"2 km SE of Home Gardens, CA",33.8676667,-117.5021667,ci,31.61,-0.52,quarry blast,CA
7319,"8 km NNE of Pāhala, Hawaii",19.270833969116,-155.43766784668,hv,0.50999999,32.259998321533,earthquake,Hawaii
7320,"10 km NW of Shiner, Texas",29.503,-97.235,tx,2.3254362068622,4.4189,earthquake,Texas
7321,"7 km NNW of The Geysers, CA",38.826831817627,-122.80016326904,nc,1.96000004,2.6900000572205,earthquake,CA
7322,"12 km WSW of Hardtner, Kansas",36.9875,-98.78833333,ok,1.4,22.18,earthquake,Kansas
7323,"4 km NNW of The Geysers, CA",38.804668426514,-122.7799987793,nc,0.579999983,1.3400000333786,earthquake,CA
7324,"87 km NW of Karluk, Alaska",58.158166666667,-155.43616666667,av,0.79,24.33,earthquake,Alaska
7325,"5 km W of Happy Valley, Alaska",59.9523,-151.8318,ak,1.4,64.8,earthquake,Alaska
7326,"7 km WNW of Cobb, CA",38.835998535156,-122.80133056641,nc,0.639999986,2.1900000572205,earthquake,CA
7327,"2 km ESE of Home Gardens, CA",33.8691667,-117.5021667,ci,31.61,-0.51,quarry blast,CA
7328,"6 km ENE of Butte, Montana",46.020166666667,-112.45633333333,mb,31.61,-2.0,quarry blast,Montana
7329,"14 km NNE of Ashford, Washington",46.877166666667,-121.946,uw,0.43,9.55,earthquake,Washington
7330,"85 km NW of Karluk, Alaska",58.1685,-155.34783333333,av,0.74,1.42,earthquake,Alaska
7331,"54 km W of Anchor Point, Alaska",59.7983,-152.8067,ak,2.1,74.9,earthquake,Alaska
7332,"22 km SSE of Ocotillo, CA",32.5726667,-115.8655,ci,0.44,9.89,earthquake,CA
7333,"40 km NNW of Beluga, Alaska",61.4695,-151.4033,ak,0.7,22.0,earthquake,Alaska
7334,"7 km NNE of Cabazon, CA",33.98,-116.7625,ci,0.35,12.97,earthquake,CA
7335,"60 km WNW of Tyonek, Alaska",61.260833333333,-152.196,av,0.73,20.93,earthquake,Alaska
7336,"7 km NNE of Cabazon, CA",33.9806667,-116.7661667,ci,0.38,12.12,earthquake,CA
7337,"7 km NNE of Cabazon, CA",33.9808333,-116.7666667,ci,0.43,11.89,earthquake,CA
7338,"5 km WNW of Cobb, CA",38.837833404541,-122.77416992188,nc,1.11000001,1.210000038147,earthquake,CA
7339,"5 km NW of Fontana, CA",34.134,-117.496,ci,0.2,2.52,earthquake,CA
7340,"20 km E of Anza, CA",33.5196667,-116.4615,ci,0.57,6.39,earthquake,CA
7341,"1 km NNE of Fern Forest, Hawaii",19.4805,-155.13116666667,hv,0.44,1.49,earthquake,Hawaii
7342,"64 km ENE of Pedro Bay, Alaska",60.039833333333,-153.06733333333,av,0.83,0.59,earthquake,Alaska
7343,"5 km SE of Califon, New Jersey",40.6886,-74.778,us,2.916,6.043,earthquake,New Jersey
7344,"71 km NE of Nikolski, Alaska",53.373833333333,-168.07283333333,av,1.3,7.29,earthquake,Alaska
7345,"75 km SE of King Cove, Alaska",54.5181,-161.6024,ak,1.4,25.6,earthquake,Alaska
7346,"84 km NNW of Karluk, Alaska",58.242,-155.1025,av,0.82,5.91,earthquake,Alaska
7347,"33 km NNE of Amboy, Washington",46.197833333333,-122.32333333333,uw,0.65,12.82,earthquake,Washington
7348,"8 km WNW of Cobb, CA",38.834167480469,-122.81600189209,nc,0.550000012,1.4900000095367,earthquake,CA
7349,"Izu Islands, Japan region",31.9135,140.8337,us,8.755,57.14,earthquake,Japan region
7350,"10 km NNW of Idyllwild, CA",33.8238333,-116.7545,ci,0.32,15.58,earthquake,CA
7351,"10 km E of Piru, CA",34.3986667,-118.682,ci,0.52,4.28,earthquake,CA
7352,"60 km NNE of Petersville, Alaska",63.015,-150.4277,ak,1.4,105.4,earthquake,Alaska
7353,"53 km SE of Kokhanok, Alaska",59.0872,-154.1421,ak,1.7,113.9,earthquake,Alaska
7354,"7 km NNW of The Geysers, CA",38.825164794922,-122.80349731445,nc,1.27999997,2.7999999523163,earthquake,CA
7355,"7 km NNW of The Geysers, CA",38.825500488281,-122.80349731445,nc,1.61000001,3.4000000953674,earthquake,CA
7356,"63 km WNW of Tyonek, Alaska",61.274333333333,-152.24583333333,av,0.43,3.32,earthquake,Alaska
7357,"8 km N of Anza, CA",33.6245,-116.6875,ci,0.27,12.51,earthquake,CA
7358,"25 km WNW of Tatitlek, Alaska",60.9474,-147.1228,ak,0.3,21.8,earthquake,Alaska
7359,"7 km NW of The Geysers, CA",38.814998626709,-122.81583404541,nc,0.899999976,3.0099999904633,earthquake,CA
7360,"8 km E of Pāhala, Hawaii",19.200000762939,-155.40232849121,hv,0.649999976,34.70000076294,earthquake,Hawaii
7361,"20 km ESE of Anza, CA",33.512,-116.4596667,ci,0.84,7.68,earthquake,CA
7362,"16 km SSE of Elmendorf Air Force Base, Alaska",61.1241,-149.4983,ak,0.1,27.0,earthquake,Alaska
7363,"8 km NW of Prague, Oklahoma",35.54533333,-96.7455,ok,0.4,5.38,earthquake,Oklahoma
7364,"8 km NW of Prague, Oklahoma",35.54566667,-96.74716667,ok,0.3,5.54,earthquake,Oklahoma
7365,"78 km NW of Karluk, Alaska",58.1025,-155.30916666667,av,3.26,-2.15,earthquake,Alaska
7366,"70 km NE of Nikolski, Alaska",53.436166666667,-168.21183333333,av,0.38,3.14,earthquake,Alaska
7367,"25 km SE of Minto, Alaska",65.0236,-148.9107,ak,0.3,18.5,earthquake,Alaska
7368,"7 km NW of Prague, Oklahoma",35.532,-96.74566667,ok,0.7,4.73,earthquake,Oklahoma
7369,"66 km WNW of Beluga, Alaska",61.319333333333,-152.26216666667,av,0.36,3.3,earthquake,Alaska
7370,"3 km WNW of Navy Yard City, Washington",47.561166666667,-122.70383333333,uw,0.4,21.16,earthquake,Washington
7371,"20 km NNW of Challis, Idaho",44.6645,-114.36166666667,mb,1.35,7.13,earthquake,Idaho
7372,"43 km E of Denali Park, Alaska",63.6929,-148.0315,ak,1.1,89.4,earthquake,Alaska
7373,"79 km SW of Modisi, Indonesia",-0.0324,123.9096,us,7.994,104.932,earthquake,Indonesia
7374,"242 km SE of Chiniak, Alaska",55.8337,-149.9859,us,2.028,10.0,earthquake,Alaska
7375,"6 km W of Fuig, Puerto Rico",17.976,-66.978833333333,pr,0.6,6.24,earthquake,Puerto Rico
7376,"69 km WNW of Beluga, Alaska",61.409,-152.261,av,0.36,3.04,earthquake,Alaska
7377,"111 km S of McCarthy, Alaska",60.4376,-142.8108,ak,0.5,5.8,earthquake,Alaska
7378,"28 km E of Leadore, Idaho",44.690333333333,-112.99466666667,mb,8.58,4.93,earthquake,Idaho
7379,"98 km ENE of Lhasa, China",29.8586,92.0847,us,4.413,7.624,earthquake,China
7380,"58 km WNW of Nikiski, Alaska",60.8033,-152.33,ak,2.1,96.3,earthquake,Alaska
7381,Kuril Islands,46.5924,153.0349,us,9.34,61.391,earthquake,Unknown
7382,"66 km NNE of Chignik, Alaska",56.870833333333,-158.11266666667,av,0.66,14.62,earthquake,Alaska
7383,"8 km ENE of Coso Junction, CA",36.0691667,-117.8638333,ci,0.21,2.5,earthquake,CA
7384,"66 km NNE of Chignik, Alaska",56.875666666667,-158.1795,av,1.16,14.29,earthquake,Alaska
7385,"86 km NNW of Karluk, Alaska",58.2925,-154.97933333333,av,0.79,3.32,earthquake,Alaska
7386,"63 km WNW of Tyonek, Alaska",61.2735,-152.23683333333,av,0.38,3.38,earthquake,Alaska
7387,"10 km NW of The Geysers, CA",38.824,-122.8525,nc,0.45,2.05,earthquake,CA
7388,"19 km NNE of Condon, Montana",47.696,-113.65783333333,mb,1.25,8.81,earthquake,Montana
7389,"24 km NW of Susitna, Alaska",61.7123,-150.8178,ak,2.1,68.3,earthquake,Alaska
7390,"63 km ENE of Pedro Bay, Alaska",60.039666666667,-153.09316666667,av,3.48,-2.4,earthquake,Alaska
7391,"86 km NNW of Karluk, Alaska",58.281166666667,-155.031,av,0.27,2.63,earthquake,Alaska
7392,"89 km WSW of Buala, Solomon Islands",-8.442,158.8344,us,10.366,75.77,earthquake,Solomon Islands
7393,"16 km WSW of Floresville, Texas",29.057,-98.296,tx,4.756621837616,6.66,earthquake,Texas
7394,"23 km SSW of La Quinta, CA",33.476,-116.4235,ci,0.44,13.1,earthquake,CA
7395,"7 km NNW of The Geysers, CA",38.821334838867,-122.811668396,nc,1.14999998,3.1500000953674,earthquake,CA
7396,"16 km NE of Stanley, Idaho",44.335833333333,-114.81283333333,mb,2.52,2.98,earthquake,Idaho
7397,"11 km NNW of Yongkang, Taiwan",23.1252,120.2224,us,1.843,10.0,earthquake,Taiwan
7398,"3 km SSW of Pāhala, Hawaii",19.172666549683,-155.48516845703,hv,0.790000021,36.970001220703,earthquake,Hawaii
7399,"7 km SW of Garnet, CA",33.8623333,-116.6081667,ci,0.33,15.35,earthquake,CA
7400,"71 km ENE of Susitna North, Alaska",62.4952,-148.6748,ak,0.5,15.0,earthquake,Alaska
